Pump_ID,Event_ID,CardHeader_ID,Card_Type,EPOC_DATE,Card_ID,Position,Load
1,43128,58509,P,1528833235,362154,12252,2694
1,43297,58710,P,1528833235,362154,12252,2694
1,43297,58710,P,1528833235,362153,12280,2559
1,43128,58509,P,1528833235,362153,12280,2559
1,43128,58509,P,1528833235,362152,12276,2393
1,43297,58710,P,1528833235,362152,12276,2393
1,43297,58710,P,1528833235,362151,12241,2212
1,43128,58509,P,1528833235,362151,12241,2212
1,43128,58509,P,1528833235,362150,12178,2031
1,43297,58710,P,1528833235,362150,12178,2031
1,43297,58710,P,1528833235,362149,12093,1859
1,43128,58509,P,1528833235,362149,12093,1859
1,43128,58509,P,1528833235,362148,11994,1698
1,43297,58710,P,1528833235,362148,11994,1698
1,43297,58710,P,1528833235,362147,11888,1549
1,43128,58509,P,1528833235,362147,11888,1549
1,43128,58509,P,1528833235,362146,11781,1411
1,43297,58710,P,1528833235,362146,11781,1411
1,43297,58710,P,1528833235,362145,11678,1284
1,43128,58509,P,1528833235,362145,11678,1284
1,43128,58509,P,1528833235,362144,11580,1172
1,43297,58710,P,1528833235,362144,11580,1172
1,43297,58710,P,1528833235,362143,11489,1079
1,43128,58509,P,1528833235,362143,11489,1079
1,43128,58509,P,1528833235,362142,11401,1006
1,43297,58710,P,1528833235,362142,11401,1006
1,43297,58710,P,1528833235,362141,11312,951
1,43128,58509,P,1528833235,362141,11312,951
1,43128,58509,P,1528833235,362140,11213,907
1,43297,58710,P,1528833235,362140,11213,907
1,43297,58710,P,1528833235,362139,11098,866
1,43128,58509,P,1528833235,362139,11098,866
1,43128,58509,P,1528833235,362138,10956,821
1,43297,58710,P,1528833235,362138,10956,821
1,43297,58710,P,1528833235,362137,10783,770
1,43128,58509,P,1528833235,362137,10783,770
1,43128,58509,P,1528833235,362136,10575,721
1,43297,58710,P,1528833235,362136,10575,721
1,43297,58710,P,1528833235,362135,10329,685
1,43128,58509,P,1528833235,362135,10329,685
1,43128,58509,P,1528833235,362134,10042,681
1,43297,58710,P,1528833235,362134,10042,681
1,43297,58710,P,1528833235,362133,9714,727
1,43128,58509,P,1528833235,362133,9714,727
1,43128,58509,P,1528833235,362132,9341,833
1,43297,58710,P,1528833235,362132,9341,833
1,43297,58710,P,1528833235,362131,8925,997
1,43128,58509,P,1528833235,362131,8925,997
1,43128,58509,P,1528833235,362130,8470,1205
1,43297,58710,P,1528833235,362130,8470,1205
1,43297,58710,P,1528833235,362129,5520,2331
1,43128,58509,P,1528833235,362129,5520,2331
1,43128,58509,P,1528833235,362128,5059,2532
1,43297,58710,P,1528833235,362128,5059,2532
1,43297,58710,P,1528833235,362127,4609,2783
1,43128,58509,P,1528833235,362127,4609,2783
1,43128,58509,P,1528833235,362126,4170,3078
1,43297,58710,P,1528833235,362126,4170,3078
1,43297,58710,P,1528833235,362125,3746,3388
1,43128,58509,P,1528833235,362125,3746,3388
1,43128,58509,P,1528833235,362124,3339,3667
1,43297,58710,P,1528833235,362124,3339,3667
1,43297,58710,P,1528833235,362123,2954,3874
1,43128,58509,P,1528833235,362123,2954,3874
1,43128,58509,P,1528833235,362122,2593,3984
1,43297,58710,P,1528833235,362122,2593,3984
1,43297,58710,P,1528833235,362121,2256,3999
1,43128,58509,P,1528833235,362121,2256,3999
1,43128,58509,P,1528833235,362120,1941,3953
1,43297,58710,P,1528833235,362120,1941,3953
1,43297,58710,P,1528833235,362119,1647,3897
1,43128,58509,P,1528833235,362119,1647,3897
1,43128,58509,P,1528833235,362118,1376,3886
1,43297,58710,P,1528833235,362118,1376,3886
1,43297,58710,P,1528833235,362117,1128,3963
1,43128,58509,P,1528833235,362117,1128,3963
1,43128,58509,P,1528833235,362116,907,4139
1,43297,58710,P,1528833235,362116,907,4139
1,43297,58710,P,1528833235,362115,715,4398
1,43128,58509,P,1528833235,362115,715,4398
1,43128,58509,P,1528833235,362114,553,4702
1,43297,58710,P,1528833235,362114,553,4702
1,43297,58710,P,1528833235,362113,419,5003
1,43128,58509,P,1528833235,362113,419,5003
1,43128,58509,P,1528833235,362112,308,5263
1,43297,58710,P,1528833235,362112,308,5263
1,43297,58710,P,1528833235,362111,215,5462
1,43128,58509,P,1528833235,362111,215,5462
1,43128,58509,P,1528833235,362110,137,5604
1,43297,58710,P,1528833235,362110,137,5604
1,43297,58709,S,1528833235,362109,9934,12006
1,43128,58508,S,1528833235,362109,9934,12006
1,43128,58508,S,1528833235,362108,9911,11879
1,43297,58709,S,1528833235,362108,9911,11879
1,43297,58709,S,1528833235,362107,9888,11914
1,43128,58508,S,1528833235,362107,9888,11914
1,43128,58508,S,1528833235,362106,9864,11959
1,43297,58709,S,1528833235,362106,9864,11959
1,43297,58709,S,1528833235,362105,9826,11973
1,43128,58508,S,1528833235,362105,9826,11973
1,43128,58508,S,1528833235,362104,9787,11870
1,43297,58709,S,1528833235,362104,9787,11870
1,43297,58709,S,1528833235,362103,9743,11838
1,43128,58508,S,1528833235,362103,9743,11838
1,43128,58508,S,1528833235,362102,9690,11819
1,43297,58709,S,1528833235,362102,9690,11819
1,43297,58709,S,1528833235,362101,9635,11767
1,43128,58508,S,1528833235,362101,9635,11767
1,43128,58508,S,1528833235,362100,9585,11697
1,43297,58709,S,1528833235,362100,9585,11697
1,43297,58709,S,1528833235,362099,9534,11637
1,43128,58508,S,1528833235,362099,9534,11637
1,43128,58508,S,1528833235,362098,9477,11639
1,43297,58709,S,1528833235,362098,9477,11639
1,43297,58709,S,1528833235,362097,9414,11700
1,43128,58508,S,1528833235,362097,9414,11700
